Date,City,Visitors
2024-05-20,Berlin,5
2024-05-20,Prague,3
2024-05-20,Zurich,7
2024-05-20,Barcelona,44
2024-05-20,Munich,15
2024-05-20,Lisbon,5
2024-05-20,Vienna,9
2024-05-20,Florence,1
2024-05-20,Madrid,11
2024-05-20,London,16
2024-05-20,Amsterdam,9
2024-05-20,Paris,16
2024-05-20,Budapest,3
2024-05-21,Rome,5
2024-05-21,Brussels,7
2024-05-21,Milan,17
2024-05-21,Dublin,4
2024-05-21,Berlin,5
2024-05-21,Prague,3
2024-05-21,Barcelona,44
2024-05-21,Zurich,7
2024-05-21,Lisbon,5
2024-05-21,Amsterdam,9
2024-05-21,Munich,15
2024-05-21,London,14
2024-05-21,Budapest,3
2024-05-21,Florence,1
2024-05-21,Paris,16
2024-05-21,Vienna,8
2024-05-21,Madrid,11
2024-05-22,Rome,5
2024-05-22,Brussels,8
2024-05-22,Milan,17
2024-05-22,Dublin,4
2024-05-22,Berlin,5
2024-05-22,Prague,3
2024-05-22,Zurich,7
2024-05-22,Barcelona,44
2024-05-22,Budapest,3
2024-05-22,Lisbon,4
2024-05-22,Vienna,8
2024-05-22,Florence,1
2024-05-22,Madrid,11
2024-05-22,London,14
2024-05-22,Munich,15
2024-05-22,Amsterdam,9
2024-05-22,Paris,16
2024-05-23,Brussels,8
2024-05-23,Milan,17
2024-05-23,Dublin,4
2024-05-23,Berlin,5
2024-05-23,Prague,3
2024-05-23,Zurich,7
2024-05-23,Rome,5
2024-05-23,Barcelona,43
2024-05-23,Paris,16
2024-05-23,Lisbon,4
2024-05-23,Vienna,8
2024-05-23,Florence,1
2024-05-23,Madrid,11
2024-05-23,London,14
2024-05-23,Munich,15
2024-05-23,Amsterdam,9
2024-05-23,Budapest,3
2024-05-24,Rome,5
2024-05-24,Brussels,8
2024-05-24,Milan,16
2024-05-24,Dublin,4
2024-05-24,Berlin,5
2024-05-24,Prague,3
2024-05-24,Zurich,7
2024-05-24,Barcelona,43
2024-05-24,London,14
2024-05-24,Lisbon,3
2024-05-24,Vienna,8
2024-05-24,Florence,1
2024-05-24,Madrid,11
2024-05-24,Paris,16
2024-05-24,Munich,15
2024-05-24,Amsterdam,9
2024-05-24,Budapest,3
2024-05-25,Brussels,8
2024-05-25,Milan,16
2024-05-25,Dublin,4
2024-05-25,Berlin,5
2024-05-25,Prague,3
2024-05-25,Zurich,6
2024-05-25,Rome,6
2024-05-25,Barcelona,41
2024-05-25,Paris,16
2024-05-25,Lisbon,3
2024-05-25,Vienna,8
2024-05-25,Florence,1
2024-05-25,Madrid,11
2024-05-25,London,14
2024-05-25,Munich,15
2024-05-25,Amsterdam,8
2024-05-25,Budapest,3
2024-05-26,Zurich,6
2024-05-26,Prague,3
2024-05-26,Berlin,5
2024-05-26,Rome,7
2024-05-26,Milan,16
2024-05-26,Brussels,7
2024-05-26,Dublin,3
2024-05-26,Barcelona,41
2024-05-26,Paris,15
2024-05-26,Lisbon,4
2024-05-26,Vienna,8
2024-05-26,Florence,1
2024-05-26,Madrid,11
2024-05-26,London,14
2024-05-26,Munich,16
2024-05-26,Amsterdam,8
2024-05-26,Budapest,3
2024-05-27,Rome,7
2024-05-27,Brussels,7
2024-05-27,Milan,16
2024-05-27,Dublin,3
2024-05-27,Berlin,6
2024-05-27,Prague,3
2024-05-27,Zurich,6
2024-05-27,Barcelona,42
2024-05-27,Paris,14
2024-05-27,Lisbon,5
2024-05-27,Vienna,8
2024-05-27,Florence,1
2024-05-27,Madrid,11
2024-05-27,London,14
2024-05-27,Munich,17
2024-05-27,Amsterdam,8
2024-05-27,Budapest,3
2024-05-28,Brussels,7
2024-05-28,Milan,16
2024-05-28,Dublin,3
2024-05-28,Berlin,6
2024-05-28,Prague,3
2024-05-28,Zurich,6
2024-05-28,Rome,7
2024-05-28,Barcelona,42
2024-05-28,Lisbon,5
2024-05-28,Vienna,7
2024-05-28,Florence,1
2024-05-28,Madrid,11
2024-05-28,London,14
2024-05-28,Munich,17
2024-05-28,Amsterdam,8
2024-05-28,Paris,14
2024-05-28,Budapest,3
2024-05-29,Zurich,6
2024-05-29,Prague,3
2024-05-29,Berlin,6
2024-05-29,Brussels,7
2024-05-29,Rome,7
2024-05-29,Milan,16
2024-05-29,Dublin,3
2024-05-29,Barcelona,41
2024-05-29,Munich,17
2024-05-29,Lisbon,5
2024-05-29,Budapest,3
2024-05-29,Amsterdam,8
2024-05-29,London,14
2024-05-29,Paris,13
2024-05-29,Florence,1
2024-05-29,Madrid,11
2024-05-29,Vienna,7
2024-05-30,Amsterdam,8
2024-05-30,Paris,13
2024-05-30,Brussels,7
2024-05-30,Milan,16
2024-05-30,Dublin,3
2024-05-30,Prague,3
2024-05-30,Zurich,6
2024-05-30,Rome,6
2024-05-30,Berlin,5
2024-05-30,Budapest,3
2024-05-30,Lisbon,6
2024-05-30,Vienna,7
2024-05-30,Florence,1
2024-05-30,Madrid,11
2024-05-30,London,14
2024-05-30,Munich,17
2024-05-30,Barcelona,40
2024-05-31,Rome,6
2024-05-31,Brussels,7
2024-05-31,Milan,15
2024-05-31,Dublin,4
2024-05-31,Berlin,5
2024-05-31,Prague,3
2024-05-31,Zurich,7
2024-05-31,Barcelona,39
2024-05-31,Madrid,12
2024-05-31,Lisbon,5
2024-05-31,Vienna,7
2024-05-31,Florence,1
2024-05-31,London,14
2024-05-31,Munich,17
2024-05-31,Amsterdam,8
2024-05-31,Paris,13
2024-05-31,Budapest,3
2024-06-01,Rome,6
2024-06-01,Brussels,7
2024-06-01,Milan,15
2024-06-01,Dublin,4
2024-06-01,Berlin,5
2024-06-01,Prague,2
2024-06-01,Zurich,7
2024-06-01,Barcelona,39
2024-06-01,Madrid,12
2024-06-01,Lisbon,5
2024-06-01,Budapest,3
2024-06-01,Paris,13
2024-06-01,Amsterdam,8
2024-06-01,Munich,16
2024-06-01,London,14
2024-06-01,Florence,1
2024-06-01,Vienna,7
2024-06-02,Brussels,7
2024-06-02,Milan,15
2024-06-02,Dublin,4
2024-06-02,Berlin,5
2024-06-02,Prague,2
2024-06-02,Rome,6
2024-06-02,Barcelona,39
2024-06-02,Zurich,7
2024-06-02,Vienna,7
2024-06-02,Florence,1
2024-06-02,Madrid,12
2024-06-02,London,14
2024-06-02,Munich,16
2024-06-02,Amsterdam,8
2024-06-02,Paris,13
2024-06-02,Lisbon,5
2024-06-02,Budapest,3
2024-06-03,Barcelona,38
2024-06-03,Milan,16
2024-06-03,Dublin,4
2024-06-03,Berlin,5
2024-06-03,Prague,2
2024-06-03,Brussels,7
2024-06-03,Rome,6
2024-06-03,Zurich,7
2024-06-03,Vienna,7
2024-06-03,Lisbon,5
2024-06-03,Paris,13
2024-06-03,Amsterdam,8
2024-06-03,Budapest,3
2024-06-03,London,14
2024-06-03,Madrid,12
2024-06-03,Munich,16
2024-06-03,Florence,1
2024-06-04,Brussels,6
2024-06-04,Milan,16
2024-06-04,Dublin,4
2024-06-04,Berlin,5
2024-06-04,Prague,2
2024-06-04,Zurich,7
2024-06-04,Barcelona,38
2024-06-04,Rome,6
2024-06-04,Lisbon,5
2024-06-04,Vienna,7
2024-06-04,Florence,1
2024-06-04,Madrid,11
2024-06-04,London,14
2024-06-04,Munich,17
2024-06-04,Amsterdam,8
2024-06-04,Paris,13
2024-06-04,Budapest,3
2024-06-05,Rome,6
2024-06-05,Milan,16
2024-06-05,Dublin,4
2024-06-05,Berlin,5
2024-06-05,Prague,2
2024-06-05,Zurich,7
2024-06-05,Barcelona,38
2024-06-05,Brussels,6
2024-06-05,Lisbon,5
2024-06-05,Vienna,7
2024-06-05,Florence,1
2024-06-05,Madrid,11
2024-06-05,London,14
2024-06-05,Munich,16
2024-06-05,Amsterdam,8
2024-06-05,Paris,13
2024-06-05,Budapest,2
2024-06-06,Milan,16
2024-06-06,Dublin,4
2024-06-06,Berlin,5
2024-06-06,Prague,2
2024-06-06,Zurich,7
2024-06-06,Rome,5
2024-06-06,Barcelona,38
2024-06-06,Brussels,6
2024-06-06,Lisbon,5
2024-06-06,Budapest,2
2024-06-06,Paris,14
2024-06-06,Amsterdam,8
2024-06-06,Munich,15
2024-06-06,Madrid,11
2024-06-06,Florence,1
2024-06-06,London,14
2024-06-06,Vienna,8
2024-06-07,Rome,5
2024-06-07,Brussels,6
2024-06-07,Milan,16
2024-06-07,Dublin,5
2024-06-07,Berlin,4
2024-06-07,Prague,2
2024-06-07,Zurich,7
2024-06-07,Barcelona,39
2024-06-07,Budapest,2
2024-06-07,Vienna,8
2024-06-07,Florence,1
2024-06-07,Madrid,11
2024-06-07,London,14
2024-06-07,Munich,15
2024-06-07,Amsterdam,8
2024-06-07,Paris,14
2024-06-07,Lisbon,5
2024-06-08,Brussels,6
2024-06-08,Milan,16
2024-06-08,Dublin,5
2024-06-08,Berlin,5
2024-06-08,Prague,2
2024-06-08,Zurich,7
2024-06-08,Rome,5
2024-06-08,Barcelona,39
2024-06-08,Lisbon,5
2024-06-08,Budapest,2
2024-06-08,Paris,14
2024-06-08,Amsterdam,9
2024-06-08,Munich,15
2024-06-08,Madrid,11
2024-06-08,London,14
2024-06-08,Florence,1
2024-06-08,Vienna,8
2024-06-09,Brussels,6
2024-06-09,Milan,16
2024-06-09,Dublin,5
2024-06-09,Berlin,5
2024-06-09,Prague,2
2024-06-09,Rome,5
2024-06-09,Barcelona,39
2024-06-09,Zurich,7
2024-06-09,Lisbon,5
2024-06-09,Budapest,2
2024-06-09,Amsterdam,9
2024-06-09,Munich,15
2024-06-09,London,14
2024-06-09,Paris,14
2024-06-09,Florence,1
2024-06-09,Vienna,8
2024-06-09,Madrid,11
2024-06-10,Rome,5
2024-06-10,Brussels,6
2024-06-10,Milan,16
2024-06-10,Dublin,5
2024-06-10,Berlin,6
2024-06-10,Prague,3
2024-06-10,Zurich,7
2024-06-10,Barcelona,40
2024-06-10,Munich,15
2024-06-10,Lisbon,5
2024-06-10,Vienna,8
2024-06-10,Florence,1
2024-06-10,Madrid,11
2024-06-10,London,14
2024-06-10,Amsterdam,8
2024-06-10,Paris,14
2024-06-10,Budapest,2
2024-06-11,Rome,5
2024-06-11,Brussels,7
2024-06-11,Milan,16
2024-06-11,Dublin,5
2024-06-11,Berlin,7
2024-06-11,Prague,3
2024-06-11,Barcelona,40
2024-06-11,Zurich,7
2024-06-11,Lisbon,6
2024-06-11,Amsterdam,8
2024-06-11,Munich,15
2024-06-11,London,14
2024-06-11,Budapest,2
2024-06-11,Florence,1
2024-06-11,Paris,15
2024-06-11,Vienna,8
2024-06-11,Madrid,11
2024-06-12,Rome,5
2024-06-12,Brussels,7
2024-06-12,Milan,17
2024-06-12,Dublin,5
2024-06-12,Berlin,7
2024-06-12,Prague,4
2024-06-12,Zurich,7
2024-06-12,Barcelona,40
2024-06-12,Budapest,2
2024-06-12,Lisbon,7
2024-06-12,Vienna,8
2024-06-12,Florence,1
2024-06-12,Madrid,11
2024-06-12,London,14
2024-06-12,Munich,15
2024-06-12,Amsterdam,8
2024-06-12,Paris,15
2024-06-13,Brussels,7
2024-06-13,Milan,17
2024-06-13,Dublin,5
2024-06-13,Berlin,7
2024-06-13,Prague,4
2024-06-13,Zurich,6
2024-06-13,Rome,5
2024-06-13,Barcelona,40
2024-06-13,Paris,15
2024-06-13,Lisbon,8
2024-06-13,Vienna,8
2024-06-13,Florence,1
2024-06-13,Madrid,11
2024-06-13,London,14
2024-06-13,Munich,16
2024-06-13,Amsterdam,7
2024-06-13,Budapest,2
2024-06-14,Rome,5
2024-06-14,Brussels,7
2024-06-14,Milan,18
2024-06-14,Dublin,5
2024-06-14,Berlin,8
2024-06-14,Prague,4
2024-06-14,Zurich,6
2024-06-14,Barcelona,40
2024-06-14,London,14
2024-06-14,Lisbon,9
2024-06-14,Budapest,2
2024-06-14,Amsterdam,7
2024-06-14,Munich,16
2024-06-14,Paris,16
2024-06-14,Madrid,11
2024-06-14,Florence,1
2024-06-14,Vienna,8
2024-06-15,Brussels,7
2024-06-15,Milan,18
2024-06-15,Dublin,5
2024-06-15,Berlin,8
2024-06-15,Prague,4
2024-06-15,Rome,5
2024-06-15,Barcelona,39
2024-06-15,Zurich,6
2024-06-15,Lisbon,9
2024-06-15,Vienna,8
2024-06-15,Florence,1
2024-06-15,Madrid,10
2024-06-15,London,16
2024-06-15,Munich,16
2024-06-15,Amsterdam,7
2024-06-15,Paris,16
2024-06-15,Budapest,2
2024-06-16,Rome,5
2024-06-16,Brussels,7
2024-06-16,Dublin,6
2024-06-16,Berlin,8
2024-06-16,Prague,4
2024-06-16,Zurich,6
2024-06-16,Barcelona,40
2024-06-16,Milan,18
2024-06-16,Lisbon,10
2024-06-16,Vienna,8
2024-06-16,Florence,1
2024-06-16,Madrid,10
2024-06-16,London,17
2024-06-16,Munich,16
2024-06-16,Amsterdam,7
2024-06-16,Paris,16
2024-06-16,Budapest,2
2024-06-17,Brussels,7
2024-06-17,Milan,18
2024-06-17,Berlin,8
2024-06-17,Prague,4
2024-06-17,Zurich,6
2024-06-17,Rome,5
2024-06-17,Barcelona,39
2024-06-17,Dublin,6
2024-06-17,Lisbon,10
2024-06-17,Budapest,2
2024-06-17,Amsterdam,7
2024-06-17,Munich,16
2024-06-17,Paris,16
2024-06-17,Madrid,10
2024-06-17,Florence,1
2024-06-17,Vienna,8
2024-06-17,London,17
2024-06-18,Brussels,7
2024-06-18,Milan,18
2024-06-18,Dublin,6
2024-06-18,Berlin,8
2024-06-18,Prague,4
2024-06-18,Zurich,6
2024-06-18,Rome,5
2024-06-18,Barcelona,39
2024-06-18,Budapest,2
2024-06-18,Florence,1
2024-06-18,Madrid,10
2024-06-18,London,17
2024-06-18,Munich,16
2024-06-18,Amsterdam,7
2024-06-18,Paris,16
2024-06-18,Lisbon,9
2024-06-18,Vienna,8
2024-06-19,Prague,4
2024-06-19,Dublin,6
2024-06-19,Berlin,9
2024-06-19,London,17
2024-06-19,Brussels,7
2024-06-19,Zurich,6
2024-06-19,Milan,17
2024-06-19,Rome,5
2024-06-19,Paris,16
2024-06-19,Budapest,2
2024-06-19,Amsterdam,8
2024-06-19,Munich,16
2024-06-19,Madrid,10
2024-06-19,Barcelona,39
2024-06-19,Vienna,9
2024-06-19,Lisbon,9
2024-06-19,Florence,1
2024-06-20,Brussels,7
2024-06-20,Milan,17
2024-06-20,Dublin,7
2024-06-20,Berlin,9
2024-06-20,Prague,4
2024-06-20,Rome,5
2024-06-20,Barcelona,38
2024-06-20,Zurich,6
2024-06-20,Lisbon,9
2024-06-20,Budapest,2
2024-06-20,Amsterdam,8
2024-06-20,Munich,16
2024-06-20,London,17
2024-06-20,Paris,14
2024-06-20,Florence,1
2024-06-20,Vienna,8
2024-06-20,Madrid,10
2024-06-21,Rome,6
2024-06-21,Brussels,7
2024-06-21,Milan,17
2024-06-21,Dublin,7
2024-06-21,Berlin,9
2024-06-21,Prague,4
2024-06-21,Zurich,5
2024-06-21,Barcelona,38
2024-06-21,London,17
2024-06-21,Lisbon,9
2024-06-21,Vienna,8
2024-06-21,Florence,1
2024-06-21,Madrid,10
2024-06-21,Munich,16
2024-06-21,Amsterdam,8
2024-06-21,Paris,14
2024-06-21,Budapest,2
2024-06-22,Rome,6
2024-06-22,Brussels,7
2024-06-22,Milan,17
2024-06-22,Dublin,7
2024-06-22,Berlin,9
2024-06-22,Prague,5
2024-06-22,Zurich,5
2024-06-22,Barcelona,39
2024-06-22,Munich,16
2024-06-22,Lisbon,8
2024-06-22,Budapest,2
2024-06-22,Amsterdam,9
2024-06-22,London,17
2024-06-22,Paris,14
2024-06-22,Florence,1
2024-06-22,Madrid,10
2024-06-22,Vienna,8
2024-06-23,Brussels,7
2024-06-23,Milan,17
2024-06-23,Dublin,7
2024-06-23,Berlin,9
2024-06-23,Prague,5
2024-06-23,Rome,7
2024-06-23,Barcelona,40
2024-06-23,Zurich,5
2024-06-23,Vienna,8
2024-06-23,Florence,1
2024-06-23,Madrid,10
2024-06-23,London,17
2024-06-23,Munich,16
2024-06-23,Amsterdam,9
2024-06-23,Paris,14
2024-06-23,Lisbon,7
2024-06-23,Budapest,2
2024-06-24,Rome,7
2024-06-24,Brussels,7
2024-06-24,Milan,17
2024-06-24,Dublin,7
2024-06-24,Berlin,9
2024-06-24,Prague,5
2024-06-24,Zurich,5
2024-06-24,Barcelona,40
2024-06-24,Lisbon,7
2024-06-24,Paris,14
2024-06-24,Amsterdam,9
2024-06-24,Munich,15
2024-06-24,Budapest,2
2024-06-24,Madrid,10
2024-06-24,Florence,1
2024-06-24,Vienna,8
2024-06-24,London,16
2024-06-25,Rome,7
2024-06-25,Brussels,7
2024-06-25,Milan,17
2024-06-25,Dublin,7
2024-06-25,Berlin,8
2024-06-25,Prague,5
2024-06-25,Zurich,5
2024-06-25,Barcelona,40
2024-06-25,Budapest,2
2024-06-25,Lisbon,7
2024-06-25,Vienna,8
2024-06-25,Florence,1
2024-06-25,Madrid,10
2024-06-25,London,16
2024-06-25,Munich,15
2024-06-25,Amsterdam,8
2024-06-25,Paris,14
2024-06-26,Brussels,7
2024-06-26,Milan,17
2024-06-26,Dublin,7
2024-06-26,Berlin,8
2024-06-26,Prague,4
2024-06-26,Zurich,5
2024-06-26,Rome,6
2024-06-26,Barcelona,39
2024-06-26,Paris,14
2024-06-26,Lisbon,7
2024-06-26,Vienna,8
2024-06-26,Florence,1
2024-06-26,Madrid,10
2024-06-26,London,16
2024-06-26,Munich,15
2024-06-26,Amsterdam,8
2024-06-26,Budapest,2
2024-06-27,Rome,6
2024-06-27,Brussels,7
2024-06-27,Milan,17
2024-06-27,Dublin,7
2024-06-27,Berlin,8
2024-06-27,Prague,4
2024-06-27,Zurich,5
2024-06-27,Barcelona,39
2024-06-27,Paris,14
2024-06-27,Lisbon,7
2024-06-27,Vienna,8
2024-06-27,Florence,1
2024-06-27,Madrid,10
2024-06-27,London,15
2024-06-27,Munich,15
2024-06-27,Amsterdam,8
2024-06-27,Budapest,2
2024-06-28,Brussels,7
2024-06-28,Milan,17
2024-06-28,Dublin,6
2024-06-28,Berlin,8
2024-06-28,Prague,4
2024-06-28,Zurich,5
2024-06-28,Rome,6
2024-06-28,Barcelona,39
2024-06-28,Lisbon,7
2024-06-28,Vienna,8
2024-06-28,Florence,1
2024-06-28,Madrid,10
2024-06-28,London,15
2024-06-28,Munich,15
2024-06-28,Amsterdam,8
2024-06-28,Paris,14
2024-06-28,Budapest,2
2024-06-29,Rome,5
2024-06-29,Zurich,5
2024-06-29,Prague,4
2024-06-29,Brussels,7
2024-06-29,Dublin,6
2024-06-29,Milan,17
2024-06-29,Berlin,8
2024-06-29,Barcelona,38
2024-06-29,Budapest,2
2024-06-29,Vienna,8
2024-06-29,Florence,1
2024-06-29,Madrid,10
2024-06-29,London,14
2024-06-29,Munich,15
2024-06-29,Amsterdam,7
2024-06-29,Paris,14
2024-06-29,Lisbon,7
2024-06-30,Brussels,7
2024-06-30,Milan,19
2024-06-30,Dublin,5
2024-06-30,Berlin,8
2024-06-30,Prague,4
2024-06-30,Zurich,5
2024-06-30,Rome,5
2024-06-30,Barcelona,38
2024-06-30,Paris,15
2024-06-30,Lisbon,8
2024-06-30,Vienna,7
2024-06-30,Florence,1
2024-06-30,Madrid,10
2024-06-30,London,15
2024-06-30,Munich,15
2024-06-30,Amsterdam,7
2024-06-30,Budapest,2
2024-07-01,Zurich,5
2024-07-01,Prague,4
2024-07-01,Berlin,8
2024-07-01,Rome,5
2024-07-01,Milan,19
2024-07-01,Brussels,7
2024-07-01,Dublin,5
2024-07-01,Barcelona,38
2024-07-01,Paris,15
2024-07-01,Lisbon,8
2024-07-01,Vienna,7
2024-07-01,Florence,1
2024-07-01,Madrid,10
2024-07-01,London,15
2024-07-01,Munich,15
2024-07-01,Amsterdam,7
2024-07-01,Budapest,2
2024-07-02,Zurich,5
2024-07-02,Brussels,7
2024-07-02,Milan,19
2024-07-02,Dublin,5
2024-07-02,Berlin,8
2024-07-02,Prague,4
2024-07-02,Rome,5
2024-07-02,Barcelona,38
2024-07-02,Budapest,2
2024-07-02,Lisbon,8
2024-07-02,Vienna,7
2024-07-02,Florence,1
2024-07-02,Madrid,10
2024-07-02,London,16
2024-07-02,Munich,15
2024-07-02,Amsterdam,7
2024-07-02,Paris,15
2024-07-03,Zurich,5
2024-07-03,Prague,4
2024-07-03,Berlin,8
2024-07-03,Dublin,5
2024-07-03,Brussels,7
2024-07-03,Rome,5
2024-07-03,Milan,19
2024-07-03,Barcelona,38
2024-07-03,Budapest,2
2024-07-03,Lisbon,8
2024-07-03,Vienna,7
2024-07-03,Florence,1
2024-07-03,Madrid,10
2024-07-03,London,15
2024-07-03,Munich,15
2024-07-03,Amsterdam,7
2024-07-03,Paris,15
2024-07-04,Brussels,7
2024-07-04,Milan,19
2024-07-04,Dublin,5
2024-07-04,Berlin,8
2024-07-04,Prague,4
2024-07-04,Zurich,5
2024-07-04,Rome,5
2024-07-04,Barcelona,37
2024-07-04,Paris,15
2024-07-04,Lisbon,8
2024-07-04,Vienna,7
2024-07-04,Florence,1
2024-07-04,Madrid,10
2024-07-04,London,15
2024-07-04,Munich,15
2024-07-04,Amsterdam,6
2024-07-04,Budapest,2
2024-07-05,Prague,4
2024-07-05,Zurich,5
2024-07-05,Berlin,8
2024-07-05,Rome,5
2024-07-05,Milan,19
2024-07-05,Brussels,7
2024-07-05,Dublin,5
2024-07-05,Barcelona,37
2024-07-05,Paris,15
2024-07-05,Lisbon,8
2024-07-05,Vienna,7
2024-07-05,Florence,1
2024-07-05,Madrid,10
2024-07-05,London,12
2024-07-05,Munich,15
2024-07-05,Amsterdam,6
2024-07-05,Budapest,2
2024-07-06,Brussels,7
2024-07-06,Milan,19
2024-07-06,Dublin,4
2024-07-06,Berlin,8
2024-07-06,Prague,4
2024-07-06,Zurich,5
2024-07-06,Rome,5
2024-07-06,Barcelona,36
2024-07-06,Paris,15
2024-07-06,Lisbon,9
2024-07-06,Vienna,7
2024-07-06,Florence,1
2024-07-06,Madrid,8
2024-07-06,London,12
2024-07-06,Munich,15
2024-07-06,Amsterdam,5
2024-07-06,Budapest,2
2024-07-07,Zurich,5
2024-07-07,Prague,4
2024-07-07,Berlin,8
2024-07-07,Rome,5
2024-07-07,Milan,20
2024-07-07,Brussels,7
2024-07-07,Dublin,4
2024-07-07,Barcelona,36
2024-07-07,Paris,15
2024-07-07,Lisbon,9
2024-07-07,Vienna,8
2024-07-07,Florence,1
2024-07-07,Madrid,8
2024-07-07,London,12
2024-07-07,Munich,14
2024-07-07,Amsterdam,5
2024-07-07,Budapest,2
2024-07-08,Rome,3
2024-07-08,Brussels,7
2024-07-08,Milan,20
2024-07-08,Dublin,4
2024-07-08,Berlin,8
2024-07-08,Prague,4
2024-07-08,Zurich,5
2024-07-08,Barcelona,36
2024-07-08,Paris,15
2024-07-08,Lisbon,8
2024-07-08,Vienna,8
2024-07-08,Florence,1
2024-07-08,Madrid,9
2024-07-08,London,12
2024-07-08,Munich,15
2024-07-08,Amsterdam,5
2024-07-08,Budapest,3
2024-07-09,Brussels,8
2024-07-09,Milan,19
2024-07-09,Dublin,4
2024-07-09,Berlin,8
2024-07-09,Prague,4
2024-07-09,Zurich,5
2024-07-09,Rome,3
2024-07-09,Barcelona,36
2024-07-09,Lisbon,8
2024-07-09,Vienna,9
2024-07-09,Florence,1
2024-07-09,Madrid,9
2024-07-09,London,12
2024-07-09,Munich,15
2024-07-09,Amsterdam,5
2024-07-09,Paris,15
2024-07-09,Budapest,3
2024-07-10,Zurich,5
2024-07-10,Prague,4
2024-07-10,Berlin,8
2024-07-10,Rome,3
2024-07-10,Milan,18
2024-07-10,Brussels,8
2024-07-10,Dublin,4
2024-07-10,Barcelona,37
2024-07-10,Paris,16
2024-07-10,Lisbon,9
2024-07-10,Amsterdam,6
2024-07-10,Munich,15
2024-07-10,London,12
2024-07-10,Budapest,3
2024-07-10,Florence,1
2024-07-10,Vienna,9
2024-07-10,Madrid,9
2024-07-11,Brussels,8
2024-07-11,Milan,18
2024-07-11,Dublin,4
2024-07-11,Berlin,8
2024-07-11,Prague,4
2024-07-11,Rome,3
2024-07-11,Barcelona,37
2024-07-11,Zurich,5
2024-07-11,Lisbon,9
2024-07-11,Budapest,3
2024-07-11,Amsterdam,6
2024-07-11,Munich,15
2024-07-11,London,12
2024-07-11,Paris,17
2024-07-11,Florence,1
2024-07-11,Vienna,9
2024-07-11,Madrid,9
2024-07-12,Rome,3
2024-07-12,Brussels,8
2024-07-12,Milan,19
2024-07-12,Dublin,4
2024-07-12,Berlin,8
2024-07-12,Prague,4
2024-07-12,Zurich,5
2024-07-12,Barcelona,39
2024-07-12,London,12
2024-07-12,Lisbon,9
2024-07-12,Vienna,9
2024-07-12,Florence,1
2024-07-12,Madrid,9
2024-07-12,Munich,15
2024-07-12,Amsterdam,6
2024-07-12,Paris,17
2024-07-12,Budapest,3
2024-07-13,Rome,3
2024-07-13,Brussels,8
2024-07-13,Milan,19
2024-07-13,Dublin,4
2024-07-13,Berlin,8
2024-07-13,Prague,4
2024-07-13,Zurich,5
2024-07-13,Barcelona,40
2024-07-13,London,12
2024-07-13,Lisbon,10
2024-07-13,Budapest,3
2024-07-13,Amsterdam,6
2024-07-13,Munich,16
2024-07-13,Paris,17
2024-07-13,Florence,1
2024-07-13,Madrid,9
2024-07-13,Vienna,8
2024-07-14,Brussels,8
2024-07-14,Milan,19
2024-07-14,Dublin,4
2024-07-14,Berlin,8
2024-07-14,Prague,4
2024-07-14,Rome,3
2024-07-14,Budapest,3
2024-07-14,Zurich,5
2024-07-14,Vienna,8
2024-07-14,Lisbon,10
2024-07-14,Paris,17
2024-07-14,Amsterdam,6
2024-07-14,Barcelona,39
2024-07-14,London,12
2024-07-14,Madrid,9
2024-07-14,Florence,1
2024-07-14,Munich,16
2024-07-15,Barcelona,39
2024-07-15,Milan,20
2024-07-15,Dublin,4
2024-07-15,Berlin,8
2024-07-15,Prague,4
2024-07-15,Zurich,5
2024-07-15,Rome,3
2024-07-15,Brussels,9
2024-07-15,Budapest,4
2024-07-15,Vienna,9
2024-07-15,Florence,1
2024-07-15,Madrid,9
2024-07-15,London,12
2024-07-15,Munich,16
2024-07-15,Amsterdam,6
2024-07-15,Paris,17
2024-07-15,Lisbon,10
2024-07-16,Brussels,9
2024-07-16,Milan,20
2024-07-16,Dublin,4
2024-07-16,Berlin,8
2024-07-16,Prague,4
2024-07-16,Zurich,5
2024-07-16,Rome,3
2024-07-16,Barcelona,39
2024-07-16,Paris,17
2024-07-16,Lisbon,10
2024-07-16,Vienna,9
2024-07-16,Florence,1
2024-07-16,Madrid,9
2024-07-16,London,12
2024-07-16,Munich,16
2024-07-16,Amsterdam,6
2024-07-16,Budapest,4
2024-07-17,Zurich,5
2024-07-17,Prague,4
2024-07-17,Berlin,8
2024-07-17,Rome,3
2024-07-17,Milan,19
2024-07-17,Brussels,10
2024-07-17,Dublin,4
2024-07-17,Barcelona,38
2024-07-17,Paris,18
2024-07-17,Lisbon,11
2024-07-17,Vienna,9
2024-07-17,Florence,1
2024-07-17,Madrid,9
2024-07-17,London,12
2024-07-17,Munich,16
2024-07-17,Amsterdam,5
2024-07-17,Budapest,4
2024-07-18,Rome,3
2024-07-18,Brussels,10
2024-07-18,Milan,19
2024-07-18,Dublin,4
2024-07-18,Berlin,8
2024-07-18,Prague,4
2024-07-18,Zurich,5
2024-07-18,Barcelona,38
2024-07-18,Paris,18
2024-07-18,Lisbon,10
2024-07-18,Vienna,9
2024-07-18,Florence,1
2024-07-18,Madrid,9
2024-07-18,London,12
2024-07-18,Munich,16
2024-07-18,Amsterdam,5
2024-07-18,Budapest,4
2024-07-19,Brussels,10
2024-07-19,Milan,18
2024-07-19,Dublin,4
2024-07-19,Berlin,8
